Week,AInfluenza,AcuteBronchitis,BodyTemperature,BraunThermoscan,BreakAFever,Bronchitis,ChestCold,ColdAndFlu,ColdOrFlu,ColdVersusFlu,ColdVsFlu,ContagiousFlu,CoughFever,CureFlu,CureTheFlu,DangerousFever,DoIHaveTheFlu,EarThermometer,EarlyFluSymptoms,Expectorant,ExposedToFlu,FeverCough,FeverFlu,FeverReducer,FightTheFlu,FluAndCold,FluAndFever,FluCare,FluChildren,FluComplications,FluContagiousPeriod,FluContagious,FluCough,FluDuration,FluFever,FluGerms,FluHeadache,FluHowLong,FluInChildren,FluIncubationPeriod,FluIncubation,FluLasts,FluLength,FluMedicine,FluOrCold,FluRecovery,FluRelief,FluRemedies,FluRemedy,FluReport,FluReports,FluSymptoms,FluTest,FluTreatment,FluTreatments,FluVersusCold,FluVsCold,GetOverTheFlu,GetRidOfTheFlu,HavingTheFlu,HighFever,HowLongContagious,HowLongDoesFluLast,HowLongDoesTheFluLast,HowLongFlu,HowLongIsFluContagious,HowLongIsTheFluContagious,HowLongIsTheFlu,HowToGetRidOfTheFlu,HowToTreatFlu,HowToTreatTheFlu,HumanTemperature,IHaveTheFlu,IncubationPeriodForFlu,IncubationPeriodForTheFlu,InfluenzaAAndB,InfluenzaA,InfluenzaContagious,InfluenzaIncubationPeriod,InfluenzaIncubation,InfluenzaSymptoms,InfluenzaTreatment,InfluenzaTypeA,IsFluContagious,LowBody,MedicineForFlu,MedicineForTheFlu,NormalBodyTemperature,NormalBody,Oscillococcinum,OverTheCounterFluMedicine,OverTheCounterFlu,PainfulCough,Pneumonia,RapidFlu,ReduceAFever,ReduceFever,RemediesForFlu,RemediesForTheFlu,RespiratoryFlu,Robitussin,SignsOfFlu,SignsOfTheFlu,SinusInfections,Sinus,StrepThroat,Strep,SymptomsOfBronchitis,SymptomsOfFlu,SymptomsOfInfluenza,SymptomsOfPneumonia,SymptomsOfTheFlu,TakingTemperature,Tessalon,TheFluVirus,TheFlu,Thermoscan,TreatFlu,TreatTheFlu,TreatingFlu,TreatingTheFlu,TreatmentForFlu,TreatmentForTheFlu,Tussin,Tussionex,TypeAInfluenza,UpperRespiratory,WalkingPneumonia,WhatToDoIfYouHaveTheFlu,FluVisits
2015-08-03/2015-08-09,3,33,49,27,26,26,34,12,6,6,3,2,21,1,3,19,3,39,3,28,1,21,7,35,2,12,11,3,1,1,3,2,6,2,7,3,11,4,0,1,1,7,2,7,6,5,13,7,8,1,0,1,2,1,2,6,3,4,5,3,53,18,5,4,4,2,2,2,3,6,4,43,4,0,2,4,3,1,4,2,3,6,2,3,63,10,5,38,54,8,7,5,20,44,2,34,33,8,3,2,22,2,2,18,53,51,58,20,1,3,23,1,36,34,3,2,24,4,3,2,4,2,8,19,18,2,36,31,5,18
2015-08-10/2015-08-16,3,36,48,22,22,28,28,12,6,3,5,2,23,2,2,27,3,34,3,29,3,23,7,38,2,12,12,2,1,2,1,2,6,2,7,5,11,4,1,1,1,5,4,7,6,3,10,8,7,0,0,1,2,2,2,3,5,6,8,4,51,20,6,4,4,1,1,2,9,5,6,44,5,1,4,2,3,1,6,2,4,6,2,3,61,9,8,35,53,5,5,4,15,43,2,33,36,9,6,3,25,3,3,15,52,51,57,21,1,4,22,2,27,32,2,2,23,6,5,2,3,2,2,30,18,2,42,36,3,14
2015-08-17/2015-08-23,3,37,50,27,22,29,30,12,8,6,5,2,25,1,1,28,5,41,6,34,5,26,8,33,5,12,15,3,1,1,1,2,6,2,8,4,11,4,1,0,1,6,2,7,8,4,12,7,7,1,1,1,2,2,2,6,5,5,7,6,50,19,7,5,4,1,2,3,8,4,2,47,6,0,1,4,3,1,1,1,3,7,2,2,61,9,7,40,56,8,2,3,17,43,5,26,28,9,3,5,24,2,2,18,56,51,59,25,1,5,22,1,35,30,3,2,26,5,4,2,3,3,3,34,13,2,44,34,3,17
2015-08-24/2015-08-30,5,37,58,20,21,30,32,20,8,8,7,3,25,2,2,31,3,36,5,34,2,25,8,40,4,20,15,3,1,2,3,3,7,2,8,7,11,5,1,0,0,5,2,10,8,4,20,7,9,1,1,1,2,2,2,8,7,4,9,6,53,19,6,5,5,2,1,3,10,5,3,61,8,1,1,4,5,1,4,2,5,12,5,3,60,12,6,47,66,9,5,4,22,46,3,37,35,11,6,4,26,2,4,18,59,53,59,23,1,6,23,1,38,34,4,2,26,4,5,2,3,3,4,26,18,5,45,36,5,21
2015-08-31/2015-09-06,6,42,62,25,22,32,35,21,11,6,7,3,25,2,3,28,4,35,7,39,3,25,9,33,6,21,14,6,1,1,1,3,8,4,9,8,14,6,1,1,1,6,3,8,11,3,20,7,11,1,1,1,2,3,2,6,7,6,8,4,51,21,8,5,6,2,2,5,9,7,4,74,9,1,3,5,6,2,2,1,6,13,4,3,71,12,7,47,67,9,5,5,13,49,3,23,33,11,4,6,29,3,4,20,62,57,66,29,1,8,28,2,44,38,4,3,24,5,6,3,3,3,8,37,22,4,51,42,5,29
2015-09-07/2015-09-13,5,40,69,19,23,39,40,26,14,5,13,3,29,2,3,34,6,45,6,42,3,29,11,36,5,26,17,6,2,2,2,3,10,5,11,4,14,7,1,1,1,6,5,10,14,4,23,12,11,1,1,1,3,3,3,5,13,6,10,7,56,21,9,5,7,2,2,5,9,6,4,79,10,1,4,4,5,2,1,2,4,19,3,4,66,10,9,49,72,10,8,6,18,53,5,29,39,13,11,5,32,3,5,21,65,60,68,37,1,7,31,2,42,40,4,3,23,8,7,2,4,5,8,34,24,3,56,42,5,39
2015-09-14/2015-09-20,6,47,71,39,26,41,43,29,12,4,12,4,31,2,4,29,8,38,6,50,2,31,12,40,4,29,17,10,3,3,2,4,11,4,12,6,15,9,2,1,1,10,9,12,12,4,18,8,12,2,1,2,3,3,3,4,12,10,13,12,51,22,11,8,9,3,4,7,13,6,7,83,11,1,3,4,6,2,3,3,6,19,6,4,70,15,9,53,76,13,10,8,28,57,5,32,35,11,6,7,32,4,6,21,68,61,69,34,1,9,30,3,50,43,7,4,32,8,8,2,4,4,9,32,23,6,66,44,10,50
2015-09-21/2015-09-27,7,53,70,37,25,46,40,35,15,7,15,6,33,2,2,25,9,49,7,46,8,33,15,34,12,35,23,13,3,3,4,6,14,6,15,13,21,12,2,1,1,7,6,14,15,5,19,12,10,2,1,2,5,3,3,7,15,9,12,14,56,24,14,10,12,3,3,8,13,8,6,89,15,2,3,10,7,4,4,3,6,18,4,5,75,14,12,50,71,16,12,9,30,63,6,34,35,16,14,9,41,5,6,23,69,62,71,37,2,11,35,4,45,47,7,5,31,8,7,4,4,5,12,40,23,4,69,51,11,58
2015-09-28/2015-10-04,8,62,70,36,21,47,48,33,19,5,13,6,33,2,6,46,9,41,9,47,4,33,15,37,11,34,25,15,4,4,4,6,15,6,15,9,22,12,2,1,1,8,6,18,18,4,39,14,15,3,1,2,5,5,4,5,13,7,12,14,53,23,15,12,12,3,3,8,15,10,9,88,15,2,5,11,8,3,5,3,7,23,6,5,69,19,16,47,77,13,13,9,30,67,8,22,33,15,8,10,46,5,7,22,67,60,68,45,2,10,38,4,51,46,9,6,27,9,11,6,7,6,9,37,25,6,66,52,7,65
2015-10-05/2015-10-11,9,67,71,28,28,49,50,36,20,7,14,6,33,3,5,41,12,41,11,51,7,33,19,38,7,36,28,17,5,6,3,6,16,6,19,10,27,15,3,1,1,10,6,20,20,9,23,14,14,4,1,2,6,5,3,6,14,15,16,17,54,25,16,12,15,4,3,9,17,12,7,88,15,2,5,7,9,3,6,4,8,17,4,7,76,23,16,50,79,19,17,12,23,70,6,42,35,15,15,9,45,6,10,21,68,62,69,40,2,9,38,4,47,45,10,7,25,10,10,4,5,7,14,43,23,4,67,54,13,73
2015-10-12/2015-10-18,7,72,69,37,20,52,53,36,23,10,17,7,39,3,5,37,11,47,13,53,7,39,20,41,11,37,29,17,5,8,3,7,17,6,20,8,27,14,3,1,1,16,7,23,23,8,23,14,17,4,1,2,5,4,4,10,17,13,17,17,54,26,15,11,14,5,4,10,13,11,13,73,20,2,4,6,7,5,3,3,9,17,8,7,73,21,21,45,69,19,16,10,30,72,8,37,38,15,12,8,45,6,10,26,72,64,73,46,2,9,43,5,50,49,8,7,33,11,18,4,5,6,17,50,31,8,70,60,11,77
2015-10-19/2015-10-25,8,67,67,25,24,53,59,39,22,8,18,7,39,3,6,30,11,48,14,55,9,39,19,41,10,39,24,16,5,5,5,7,23,4,19,9,24,16,3,2,2,11,8,20,22,5,23,15,16,4,1,3,6,4,4,8,18,9,12,21,50,26,16,14,16,4,3,9,13,15,14,80,19,2,7,9,8,3,5,5,9,14,6,6,75,23,18,42,72,20,10,8,24,73,8,37,37,21,14,10,48,7,11,25,68,63,71,50,2,16,40,5,50,50,9,7,31,13,17,8,7,6,9,44,30,6,71,59,4,79
2015-10-26/2015-11-01,7,62,63,26,26,52,51,34,22,10,15,8,38,3,5,39,10,47,12,55,8,39,19,33,8,34,27,14,4,7,5,8,19,6,19,12,26,15,2,1,1,15,6,18,22,7,22,16,13,3,2,2,6,5,6,10,15,11,16,19,55,28,15,11,15,5,6,8,18,13,12,86,18,1,3,5,7,3,5,3,9,13,6,8,78,19,17,38,74,18,14,12,23,72,10,41,40,15,9,11,49,7,11,21,65,64,72,46,2,14,42,5,42,51,10,7,20,15,14,7,11,6,13,43,26,6,69,60,9,81
2015-11-02/2015-11-08,8,66,69,24,26,54,49,37,23,9,17,7,43,3,4,38,11,54,12,58,7,43,20,32,8,37,30,13,4,4,2,7,20,8,20,6,25,13,3,1,1,11,3,20,23,4,27,14,17,3,1,3,5,5,4,9,17,7,12,16,55,25,15,10,13,5,5,9,13,12,12,82,18,2,6,6,8,3,7,4,11,21,5,8,82,20,15,50,81,21,14,8,44,75,9,40,42,17,15,11,54,7,9,24,67,72,79,53,2,18,43,5,49,52,10,7,28,10,13,5,8,6,16,47,28,5,73,65,10,89
2015-11-09/2015-11-15,8,63,69,30,28,57,52,38,23,6,17,7,43,3,5,38,11,52,11,55,10,43,19,36,9,38,27,14,4,5,6,7,21,6,19,9,22,13,3,1,1,10,5,18,23,7,25,18,11,2,1,3,6,4,5,6,17,11,16,20,55,28,15,11,13,5,5,8,16,14,10,84,17,2,3,7,8,3,4,4,10,11,10,8,82,22,20,48,71,23,14,9,35,78,10,26,36,18,14,8,53,8,12,22,69,74,81,55,2,16,51,5,43,58,9,6,35,13,16,6,8,6,13,49,24,10,76,69,16,91
2015-11-16/2015-11-22,8,65,68,30,28,57,58,38,21,8,17,8,47,3,7,31,11,52,11,57,6,47,19,40,5,38,30,12,3,4,4,8,19,6,19,17,27,14,3,1,1,7,8,18,21,9,28,18,17,3,1,3,5,4,5,8,17,12,16,18,58,30,17,14,14,6,7,10,14,12,8,82,18,2,4,4,8,3,3,4,10,24,7,9,77,23,17,47,73,21,12,12,39,78,6,35,38,19,11,15,58,7,11,24,71,74,82,53,2,15,54,5,54,57,9,6,28,13,11,5,11,7,13,55,28,7,74,70,14,97
2015-11-23/2015-11-29,6,52,60,35,29,53,54,38,19,6,16,10,44,3,5,36,12,53,12,69,9,44,17,39,8,38,26,9,3,3,6,10,16,5,17,13,19,14,3,2,2,10,4,16,19,8,32,20,20,2,1,2,4,4,1,6,16,13,18,17,52,33,16,13,14,7,8,12,17,13,11,70,18,3,7,8,6,4,4,4,9,12,4,10,65,24,18,44,56,23,20,14,37,70,9,42,45,23,21,9,55,7,11,24,67,71,75,51,2,16,51,5,59,56,8,5,33,13,15,6,6,5,11,59,28,4,71,67,11,106
2015-11-30/2015-12-06,8,67,66,37,26,60,55,43,26,12,20,8,40,3,6,36,13,59,11,63,6,40,18,38,7,43,25,10,2,4,4,8,20,6,18,16,28,13,2,2,2,5,4,22,26,10,27,22,20,2,1,3,5,5,4,12,20,14,23,21,56,31,18,15,13,7,7,11,20,15,15,84,18,3,6,7,8,2,5,4,12,15,6,9,71,22,17,48,76,25,12,13,40,81,7,32,38,26,22,12,56,8,11,28,73,77,82,59,3,19,56,6,45,65,10,6,31,13,12,6,4,7,18,60,28,6,77,77,13,111
2015-12-07/2015-12-13,9,64,71,31,28,60,57,41,24,5,19,10,41,4,5,34,13,53,10,61,10,41,18,44,12,41,28,7,3,2,5,10,17,8,18,12,27,14,3,2,2,7,4,21,24,8,30,20,18,2,1,3,4,5,5,5,19,17,19,20,59,32,18,15,14,6,6,9,22,14,15,84,20,3,5,11,9,3,4,3,10,17,10,10,75,27,18,52,75,27,19,14,40,78,5,43,39,24,15,9,57,7,13,26,74,81,88,55,2,14,52,6,51,63,9,6,33,13,17,9,9,8,19,50,30,10,77,77,13,117
2015-12-14/2015-12-20,7,63,65,26,31,61,58,41,29,13,20,10,50,3,6,42,11,54,10,66,10,50,19,39,8,41,29,8,3,6,5,10,16,7,19,12,28,15,3,2,2,11,5,20,29,6,29,22,19,3,1,3,4,5,3,13,20,13,24,23,58,34,18,14,15,7,8,10,19,13,14,72,18,2,3,10,7,6,3,3,11,14,7,10,68,24,20,50,68,26,10,14,20,75,9,35,37,25,16,7,62,8,14,25,70,79,85,60,2,15,47,5,42,68,7,6,33,11,15,7,11,6,17,47,32,7,77,75,11,116
2015-12-21/2015-12-27,5,62,53,28,38,61,69,49,32,8,20,16,60,5,6,43,13,58,14,76,15,60,22,51,12,49,33,10,3,2,6,16,19,9,22,16,29,19,2,3,3,14,4,24,32,6,35,28,31,2,1,3,4,6,4,8,20,21,31,25,59,44,22,20,19,10,12,14,32,23,18,50,21,5,9,6,5,5,7,7,11,10,5,15,64,33,22,44,54,28,18,22,30,75,10,37,45,29,14,9,66,8,13,24,78,85,88,53,2,14,56,5,50,58,6,6,31,16,16,10,13,7,13,54,31,5,72,79,11,153
2015-12-28/2016-01-03,6,79,56,52,36,70,85,56,31,16,25,13,59,4,6,39,16,65,13,89,12,59,22,57,11,56,35,11,2,3,6,13,24,9,22,16,29,20,2,4,3,16,5,29,31,6,44,29,29,3,1,3,4,5,4,16,25,20,30,23,61,38,24,22,20,11,11,14,27,24,20,59,23,5,5,7,6,4,5,3,12,11,5,13,68,39,31,46,55,36,26,23,62,85,7,41,46,37,18,9,81,8,10,34,90,86,88,64,3,10,68,6,40,70,9,6,38,20,20,8,5,5,13,70,39,5,83,85,14,177
2016-01-04/2016-01-10,8,94,70,35,35,73,71,54,29,9,26,10,51,4,7,39,13,68,9,80,10,51,21,54,12,54,32,10,2,4,8,10,22,9,21,10,26,16,2,2,2,14,8,27,29,8,44,26,22,3,1,3,6,7,4,9,26,16,19,23,57,33,24,17,16,9,7,12,20,18,20,77,22,3,7,10,8,3,8,7,13,17,7,11,79,33,26,51,68,32,20,21,40,91,10,46,44,29,18,12,75,7,11,32,93,84,89,67,3,12,67,5,51,76,11,6,38,18,21,6,6,9,28,48,39,7,84,90,12,165
2016-01-11/2016-01-17,9,74,66,29,31,66,60,46,26,15,23,9,52,4,6,41,11,60,8,67,10,52,20,38,11,46,30,9,2,3,5,9,20,9,20,11,25,15,2,2,2,17,4,21,26,10,29,21,21,3,1,3,4,4,3,15,23,14,22,18,60,30,18,17,15,6,7,10,18,17,15,80,17,3,5,6,9,4,6,5,13,22,8,9,79,24,21,45,74,23,18,15,50,84,8,36,44,23,11,8,65,7,10,29,79,76,83,58,2,19,57,5,50,68,7,5,34,12,18,8,14,7,16,57,33,8,71,81,11,170
2016-01-18/2016-01-24,10,79,68,38,43,63,68,47,27,13,22,11,54,3,6,50,8,64,11,63,11,55,20,55,8,46,34,9,3,3,5,11,20,7,20,10,28,15,3,2,2,16,8,23,27,7,26,22,19,2,1,3,5,5,4,13,22,18,21,24,65,31,21,20,15,8,10,13,20,15,14,84,17,3,5,8,10,8,5,6,12,24,9,12,84,33,24,43,78,24,18,12,41,86,10,47,47,27,20,10,63,7,10,28,83,79,85,61,3,15,56,5,51,62,9,5,41,16,17,8,11,7,14,58,33,9,72,77,13,205
2016-01-25/2016-01-31,13,76,72,37,35,65,61,48,27,11,22,12,57,3,6,55,10,70,13,64,15,58,20,49,13,48,29,9,2,6,5,12,21,7,20,9,29,16,2,2,2,7,8,23,27,8,35,21,21,3,1,3,6,6,5,11,22,20,21,22,63,35,22,18,16,10,9,14,23,17,20,92,19,4,7,11,13,7,8,9,14,23,13,11,85,28,17,41,81,27,26,16,43,88,8,49,45,26,14,12,64,7,11,32,87,84,92,61,3,17,58,6,52,61,10,6,40,16,18,9,6,9,16,59,28,13,81,79,18,253
2016-02-01/2016-02-07,14,80,69,43,36,66,64,42,24,13,23,13,62,3,6,50,15,58,10,70,14,62,23,50,9,42,34,9,3,5,8,13,23,10,23,12,26,16,3,3,3,10,9,22,24,11,37,18,21,3,1,3,6,6,4,13,23,19,24,22,69,34,23,18,16,11,11,14,21,20,14,92,21,6,7,13,14,7,7,8,17,29,12,12,84,27,25,39,81,29,22,15,44,87,13,46,49,22,10,10,59,7,10,33,86,83,94,61,3,25,58,6,51,66,11,6,38,15,18,12,9,7,16,59,26,12,80,78,10,362
2016-02-08/2016-02-14,22,78,72,38,42,69,64,50,33,14,24,18,67,4,8,52,11,62,15,71,15,67,26,58,13,50,35,10,2,4,8,18,25,9,26,23,33,22,3,4,3,16,9,26,33,12,37,25,21,4,1,3,7,6,6,14,24,21,29,23,71,38,29,24,22,14,15,20,28,17,17,89,22,5,9,18,22,14,10,10,19,32,19,16,83,34,24,41,81,27,27,21,66,89,15,55,57,24,19,13,62,7,13,31,88,87,94,64,3,23,65,7,50,64,13,7,39,17,21,11,7,8,12,53,34,19,84,77,22,526
2016-02-15/2016-02-21,28,76,72,32,64,74,70,49,30,16,26,20,73,5,8,59,19,62,16,71,26,72,31,75,9,49,43,14,4,6,11,20,31,13,31,15,31,27,3,5,4,23,10,28,29,15,38,28,29,4,1,4,7,6,6,16,26,30,29,31,79,41,36,29,27,19,18,25,34,22,27,98,28,8,15,18,28,23,13,17,23,35,21,20,84,38,33,42,87,31,35,25,61,93,17,69,70,34,26,14,63,9,16,34,91,86,96,70,3,28,65,7,53,77,24,8,36,19,28,18,24,10,15,58,35,21,93,82,12,809
2016-02-22/2016-02-28,35,88,75,43,51,73,63,45,33,17,24,23,74,4,8,60,20,64,16,75,26,74,34,75,13,45,41,13,4,8,12,23,32,13,34,17,37,31,4,5,5,18,12,31,33,18,47,28,27,4,1,4,8,8,10,17,24,33,37,35,77,41,37,32,31,23,22,27,36,24,23,95,30,10,13,36,35,26,16,13,30,40,28,26,94,36,27,46,91,33,29,26,58,94,18,74,68,33,23,18,61,10,14,34,88,89,100,69,4,33,60,8,58,66,16,9,39,22,28,15,21,13,25,59,27,28,94,86,18,1023
2016-02-29/2016-03-06,42,83,71,34,52,72,60,46,30,15,26,27,73,5,12,73,21,69,15,70,31,73,36,71,19,46,51,14,4,6,16,27,39,19,36,25,35,35,4,6,5,25,10,34,30,15,52,30,33,4,1,5,11,9,7,15,26,44,35,46,84,44,42,38,35,24,23,29,32,32,31,87,34,11,16,34,42,30,17,21,37,51,36,29,86,41,42,47,90,34,41,28,62,92,18,76,70,36,30,19,57,11,18,31,86,88,100,65,4,37,63,10,56,70,16,10,41,28,39,19,16,12,29,52,31,36,89,79,22,1305
2016-03-07/2016-03-13,51,100,73,41,67,72,65,45,31,16,24,30,80,5,9,67,25,75,20,77,34,80,39,76,15,45,52,15,5,7,13,29,40,22,39,25,42,39,5,8,6,23,9,33,31,24,45,29,31,4,1,5,11,9,6,16,24,54,49,44,88,46,45,38,39,27,28,39,46,30,34,88,37,13,20,36,51,40,23,26,42,42,49,32,84,42,39,43,94,34,44,34,53,89,22,64,68,33,30,25,56,11,20,30,84,87,98,66,4,46,62,10,67,70,16,10,39,23,36,16,21,14,27,52,34,49,87,79,17,1619
2016-03-14/2016-03-20,39,82,65,29,48,66,55,39,27,9,20,26,65,4,8,62,21,60,19,63,31,66,32,67,13,39,41,13,3,7,14,26,37,18,32,19,29,32,3,5,5,11,8,24,27,17,39,23,22,3,1,4,10,8,6,9,20,33,32,43,77,42,39,33,32,25,25,33,32,23,25,74,34,10,13,35,39,30,20,20,36,42,33,26,84,32,26,38,87,29,28,20,29,85,21,61,64,29,28,18,50,10,17,26,79,84,94,64,4,37,59,9,57,65,15,9,33,23,32,15,19,10,28,43,30,33,85,77,20,1326
2016-03-21/2016-03-27,34,86,66,42,52,61,54,34,23,9,19,24,56,5,8,68,21,59,16,66,28,57,31,65,16,35,40,12,4,8,15,24,29,13,31,22,28,30,4,5,5,16,9,26,23,16,35,24,22,4,1,4,8,7,6,9,19,36,34,36,75,42,36,30,30,25,25,30,32,26,31,85,28,8,14,26,34,29,21,17,32,46,34,26,84,32,30,44,83,23,23,21,50,80,14,54,59,28,16,13,50,10,15,30,82,83,92,57,3,42,53,9,44,64,12,8,36,23,29,13,15,10,17,52,33,34,82,66,16,1100
2016-03-28/2016-04-03,28,78,62,34,47,60,46,36,24,7,16,19,53,4,7,39,17,54,12,55,18,53,25,54,12,36,35,10,2,5,9,19,28,15,25,13,26,25,3,5,4,14,7,24,24,15,25,19,21,3,1,3,7,6,4,7,16,24,30,29,70,35,31,26,25,20,19,25,35,17,19,79,26,6,12,23,28,19,18,16,27,30,21,20,86,34,28,39,77,23,20,17,49,76,8,65,55,21,13,11,49,8,14,24,77,79,87,59,3,34,51,7,41,61,11,7,38,18,23,11,16,8,25,48,29,21,78,66,14,955
2016-04-04/2016-04-10,22,70,68,34,36,55,47,30,19,11,13,14,51,4,7,39,14,59,11,51,17,51,23,55,11,30,29,8,3,4,7,14,25,9,23,15,26,21,3,4,3,11,8,19,19,11,18,19,15,2,1,3,6,5,8,11,13,24,19,29,59,31,26,25,21,16,14,19,18,17,17,76,20,6,8,18,22,17,12,15,21,29,20,16,88,26,22,37,84,22,24,17,53,75,13,43,38,24,17,9,44,6,11,25,74,78,86,50,2,30,45,6,45,54,10,6,33,15,21,11,10,7,16,50,23,20,69,55,9,712
2016-04-11/2016-04-17,20,61,68,30,35,53,44,29,17,6,13,14,47,2,7,55,9,52,10,52,15,47,20,48,11,29,27,7,2,3,6,14,20,11,20,15,25,18,2,3,2,16,7,18,17,13,23,17,17,2,1,2,6,5,6,6,13,21,25,18,65,31,25,21,18,12,12,16,22,15,12,80,16,6,9,20,20,17,9,10,20,27,22,15,83,24,15,41,83,19,9,12,51,69,9,47,41,21,13,11,40,6,8,25,73,80,89,49,2,26,44,6,49,56,11,6,29,14,15,8,7,7,19,35,27,22,69,57,16,616
2016-04-18/2016-04-24,16,62,64,38,31,49,38,26,19,8,12,14,48,2,3,43,10,52,6,52,11,48,19,52,9,26,27,8,2,13,5,14,21,9,19,11,24,17,3,2,2,11,7,15,19,12,18,14,14,3,1,3,6,5,5,8,12,20,24,23,64,29,22,18,17,11,12,16,18,16,15,82,19,4,7,12,16,12,12,11,17,23,16,14,82,18,17,39,81,16,13,13,32,69,11,34,46,17,11,10,40,6,10,22,71,77,86,40,2,22,43,6,52,56,10,6,27,14,14,4,5,9,23,33,21,16,76,58,9,578
2016-04-25/2016-05-01,14,55,64,40,33,45,39,24,13,7,13,10,41,4,6,34,8,45,8,42,8,41,18,45,8,24,26,6,2,3,5,10,14,7,18,10,22,13,2,3,2,9,4,14,13,7,26,14,12,2,1,2,5,4,4,7,13,17,17,14,61,28,21,17,13,7,9,11,18,15,16,76,13,3,8,11,14,13,4,8,16,19,15,10,80,27,23,39,75,14,12,10,30,63,9,32,41,13,6,9,38,5,7,23,68,75,84,35,2,21,38,5,48,48,10,5,35,12,16,8,10,7,20,37,18,15,58,54,18,455
2016-05-02/2016-05-08,11,58,58,27,30,43,37,24,14,7,8,8,33,2,5,39,10,51,8,45,6,33,15,41,9,24,23,5,2,4,3,8,11,6,15,9,18,12,2,2,1,10,4,15,14,7,19,9,9,2,1,2,4,4,3,7,8,13,16,18,56,28,16,16,12,7,7,11,16,12,12,78,14,2,4,10,11,6,7,5,12,18,8,9,77,18,17,35,64,13,7,6,33,57,7,37,43,11,7,7,37,5,6,22,65,75,85,40,2,18,36,5,47,44,7,4,29,10,12,5,5,5,13,35,19,8,62,47,6,305
2016-05-09/2016-05-15,9,58,59,25,30,42,36,21,13,7,9,7,33,2,4,30,5,43,6,46,7,33,13,38,6,21,17,4,1,3,3,7,11,4,13,5,14,10,2,1,1,3,3,11,13,6,21,11,7,1,1,2,4,4,5,7,9,7,12,13,58,28,13,12,10,5,6,7,12,12,14,76,11,2,2,9,9,9,7,4,9,23,6,8,75,18,12,37,69,14,7,8,33,57,5,42,38,10,10,7,35,4,6,22,67,79,86,33,1,12,32,3,55,43,7,4,22,10,17,4,4,5,14,36,16,6,55,48,6,211
2016-05-16/2016-05-22,8,54,58,32,27,40,38,23,14,5,8,5,37,3,5,29,4,49,4,43,7,37,11,42,7,23,15,3,2,1,2,5,12,5,11,9,15,9,2,1,1,6,4,11,14,7,27,10,7,2,0,1,3,3,1,5,8,10,10,11,60,27,12,11,9,4,4,7,11,8,9,68,11,1,4,7,8,4,4,4,8,15,6,5,77,16,7,35,66,10,10,10,34,56,5,32,39,12,10,8,36,3,4,25,69,77,84,36,1,14,31,3,44,45,6,3,30,6,9,6,4,4,10,39,17,6,60,44,8,156
2016-05-23/2016-05-29,6,47,53,31,28,38,34,21,10,4,7,5,33,2,2,43,9,40,6,46,4,33,10,34,4,21,21,4,1,1,3,5,11,3,10,4,14,6,1,1,1,7,4,12,10,5,17,9,9,2,0,1,2,3,2,4,7,9,12,11,58,28,10,9,6,4,3,4,12,8,5,60,11,2,3,4,6,3,4,2,7,12,5,5,68,15,11,35,60,11,13,9,25,52,4,32,39,9,5,5,32,4,6,22,66,73,81,28,1,13,31,3,41,47,5,3,27,6,8,4,7,4,8,33,20,5,56,40,5,124
2016-05-30/2016-06-05,5,46,50,29,31,37,33,17,9,3,6,4,36,2,3,36,5,43,5,47,5,36,11,40,4,16,16,3,1,2,3,4,8,5,11,3,11,6,1,1,1,10,2,8,9,4,17,7,6,1,0,1,3,2,4,3,6,5,10,12,57,27,10,8,6,3,2,3,10,6,7,59,9,2,3,2,5,4,3,2,6,8,4,4,58,12,8,31,57,8,8,6,31,49,4,38,36,12,5,3,32,2,3,20,62,69,77,30,1,7,29,2,46,44,4,3,29,5,6,3,7,3,6,30,17,4,53,41,7,90
2016-06-06/2016-06-12,5,47,49,21,24,36,35,19,8,4,4,3,30,1,2,35,6,40,8,35,4,30,9,40,5,19,14,4,1,3,2,3,7,2,9,4,11,6,1,1,1,8,3,9,8,3,16,6,9,1,0,1,2,2,2,4,4,4,8,9,58,25,10,6,6,2,1,4,9,6,4,57,8,1,3,5,5,3,1,1,4,8,3,3,73,12,8,26,56,11,4,5,32,49,3,38,36,6,4,3,31,2,3,19,61,67,74,26,1,6,28,2,35,39,4,2,21,5,4,3,5,3,5,33,18,3,52,42,6,55
2016-06-13/2016-06-19,4,47,48,21,22,34,32,15,8,3,3,3,31,1,3,35,5,38,4,33,2,31,8,28,3,15,15,3,0,1,2,3,8,2,8,2,11,5,0,1,0,6,2,7,8,4,9,7,5,0,0,1,2,2,1,3,3,5,11,7,55,26,7,5,5,2,2,3,11,4,7,54,7,1,2,6,4,2,4,3,3,6,3,3,68,9,4,29,54,8,4,6,30,47,4,27,32,9,5,4,28,2,3,19,58,61,68,24,1,6,27,2,44,40,3,2,24,5,3,3,6,2,6,37,16,3,54,38,3,33
