Date,Fremont Bridge Total,Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk
04/24/2022 03:00:00 AM,0,0,0
04/24/2022 04:00:00 AM,1,1,0
04/24/2022 05:00:00 AM,5,3,2
04/24/2022 06:00:00 AM,14,5,9
04/24/2022 07:00:00 AM,28,11,17
04/24/2022 08:00:00 AM,74,34,40
04/24/2022 09:00:00 AM,98,43,55
04/24/2022 10:00:00 AM,186,94,92
04/24/2022 11:00:00 AM,240,111,129
04/24/2022 12:00:00 PM,280,142,138
04/24/2022 01:00:00 PM,323,155,168
04/24/2022 02:00:00 PM,664,464,200
04/24/2022 03:00:00 PM,375,177,198
04/24/2022 04:00:00 PM,292,137,155
04/24/2022 05:00:00 PM,204,115,89
04/24/2022 06:00:00 PM,136,47,89
04/24/2022 07:00:00 PM,90,50,40
04/24/2022 08:00:00 PM,43,15,28
04/24/2022 09:00:00 PM,26,13,13
04/24/2022 10:00:00 PM,12,8,4
04/24/2022 11:00:00 PM,9,4,5
04/25/2022 12:00:00 AM,5,3,2
04/25/2022 01:00:00 AM,1,1,0
04/25/2022 02:00:00 AM,0,0,0
04/25/2022 03:00:00 AM,2,0,2
04/25/2022 04:00:00 AM,3,1,2
04/25/2022 05:00:00 AM,14,5,9
04/25/2022 06:00:00 AM,55,25,30
04/25/2022 07:00:00 AM,157,81,76
04/25/2022 08:00:00 AM,212,87,125
04/25/2022 09:00:00 AM,154,55,99
04/25/2022 10:00:00 AM,63,23,40
04/25/2022 11:00:00 AM,62,30,32
04/25/2022 12:00:00 PM,68,30,38
04/25/2022 01:00:00 PM,69,41,28
04/25/2022 02:00:00 PM,89,44,45
04/25/2022 03:00:00 PM,102,41,61
04/25/2022 04:00:00 PM,191,54,137
04/25/2022 05:00:00 PM,302,91,211
04/25/2022 06:00:00 PM,180,50,130
04/25/2022 07:00:00 PM,100,31,69
04/25/2022 08:00:00 PM,43,16,27
04/25/2022 09:00:00 PM,28,10,18
04/25/2022 10:00:00 PM,20,9,11
04/25/2022 11:00:00 PM,11,3,8
04/26/2022 12:00:00 AM,7,4,3
04/26/2022 01:00:00 AM,2,0,2
04/26/2022 02:00:00 AM,3,3,0
04/26/2022 03:00:00 AM,3,1,2
04/26/2022 04:00:00 AM,7,2,5
04/26/2022 05:00:00 AM,25,12,13
04/26/2022 06:00:00 AM,83,34,49
04/26/2022 07:00:00 AM,200,90,110
04/26/2022 08:00:00 AM,290,112,178
04/26/2022 09:00:00 AM,164,63,101
04/26/2022 10:00:00 AM,84,36,48
04/26/2022 11:00:00 AM,45,14,31
04/26/2022 12:00:00 PM,58,22,36
04/26/2022 01:00:00 PM,63,25,38
04/26/2022 02:00:00 PM,77,27,50
04/26/2022 03:00:00 PM,113,48,65
04/26/2022 04:00:00 PM,221,66,155
04/26/2022 05:00:00 PM,387,107,280
04/26/2022 06:00:00 PM,217,63,154
04/26/2022 07:00:00 PM,130,44,86
04/26/2022 08:00:00 PM,68,30,38
04/26/2022 09:00:00 PM,54,33,21
04/26/2022 10:00:00 PM,23,10,13
04/26/2022 11:00:00 PM,13,1,12
04/27/2022 12:00:00 AM,4,0,4
04/27/2022 01:00:00 AM,1,1,0
04/27/2022 02:00:00 AM,1,0,1
04/27/2022 03:00:00 AM,2,0,2
04/27/2022 04:00:00 AM,6,3,3
04/27/2022 05:00:00 AM,23,12,11
04/27/2022 06:00:00 AM,87,36,51
04/27/2022 07:00:00 AM,226,110,116
04/27/2022 08:00:00 AM,320,136,184
04/27/2022 09:00:00 AM,172,68,104
04/27/2022 10:00:00 AM,117,48,69
04/27/2022 11:00:00 AM,93,36,57
04/27/2022 12:00:00 PM,110,52,58
04/27/2022 01:00:00 PM,108,41,67
04/27/2022 02:00:00 PM,108,47,61
04/27/2022 03:00:00 PM,188,89,99
04/27/2022 04:00:00 PM,296,123,173
04/27/2022 05:00:00 PM,417,116,301
04/27/2022 06:00:00 PM,284,96,188
04/27/2022 07:00:00 PM,140,58,82
04/27/2022 08:00:00 PM,78,27,51
04/27/2022 09:00:00 PM,55,21,34
04/27/2022 10:00:00 PM,33,13,20
04/27/2022 11:00:00 PM,14,5,9
04/28/2022 12:00:00 AM,6,2,4
04/28/2022 01:00:00 AM,3,0,3
04/28/2022 02:00:00 AM,3,0,3
04/28/2022 03:00:00 AM,2,1,1
04/28/2022 04:00:00 AM,9,2,7
04/28/2022 05:00:00 AM,24,9,15
04/28/2022 06:00:00 AM,73,27,46
04/28/2022 07:00:00 AM,205,102,103
04/28/2022 08:00:00 AM,269,101,168
04/28/2022 09:00:00 AM,173,60,113
04/28/2022 10:00:00 AM,97,44,53
04/28/2022 11:00:00 AM,69,34,35
04/28/2022 12:00:00 PM,78,41,37
04/28/2022 01:00:00 PM,73,31,42
04/28/2022 02:00:00 PM,98,50,48
04/28/2022 03:00:00 PM,148,57,91
04/28/2022 04:00:00 PM,283,97,186
04/28/2022 05:00:00 PM,359,101,258
04/28/2022 06:00:00 PM,243,80,163
04/28/2022 07:00:00 PM,155,60,95
04/28/2022 08:00:00 PM,77,26,51
04/28/2022 09:00:00 PM,35,15,20
04/28/2022 10:00:00 PM,21,8,13
04/28/2022 11:00:00 PM,13,4,9
04/29/2022 12:00:00 AM,6,3,3
04/29/2022 01:00:00 AM,2,0,2
04/29/2022 02:00:00 AM,3,2,1
04/29/2022 03:00:00 AM,1,0,1
04/29/2022 04:00:00 AM,11,3,8
04/29/2022 05:00:00 AM,17,9,8
04/29/2022 06:00:00 AM,69,40,29
04/29/2022 07:00:00 AM,139,67,72
04/29/2022 08:00:00 AM,200,82,118
04/29/2022 09:00:00 AM,132,41,91
04/29/2022 10:00:00 AM,79,31,48
04/29/2022 11:00:00 AM,87,42,45
04/29/2022 12:00:00 PM,100,40,60
04/29/2022 01:00:00 PM,219,68,151
04/29/2022 02:00:00 PM,249,75,174
04/29/2022 03:00:00 PM,216,96,120
04/29/2022 04:00:00 PM,271,120,151
04/29/2022 05:00:00 PM,332,126,206
04/29/2022 06:00:00 PM,226,90,136
04/29/2022 07:00:00 PM,126,63,63
04/29/2022 08:00:00 PM,67,34,33
04/29/2022 09:00:00 PM,95,48,47
04/29/2022 10:00:00 PM,40,7,33
04/29/2022 11:00:00 PM,22,9,13
04/30/2022 12:00:00 AM,7,3,4
04/30/2022 01:00:00 AM,6,0,6
04/30/2022 02:00:00 AM,3,2,1
04/30/2022 03:00:00 AM,2,2,0
04/30/2022 04:00:00 AM,2,0,2
04/30/2022 05:00:00 AM,4,3,1
04/30/2022 06:00:00 AM,15,9,6
04/30/2022 07:00:00 AM,17,7,10
04/30/2022 08:00:00 AM,33,15,18
04/30/2022 09:00:00 AM,34,11,23
04/30/2022 10:00:00 AM,49,21,28
04/30/2022 11:00:00 AM,84,35,49
04/30/2022 12:00:00 PM,112,44,68
04/30/2022 01:00:00 PM,171,78,93
04/30/2022 02:00:00 PM,208,112,96
04/30/2022 03:00:00 PM,238,105,133
04/30/2022 04:00:00 PM,255,100,155
04/30/2022 05:00:00 PM,187,85,102
04/30/2022 06:00:00 PM,152,79,73
04/30/2022 07:00:00 PM,164,63,101
04/30/2022 08:00:00 PM,70,33,37
04/30/2022 09:00:00 PM,79,15,64
04/30/2022 10:00:00 PM,40,13,27
04/30/2022 11:00:00 PM,24,9,15
05/01/2022 12:00:00 AM,14,6,8
05/01/2022 01:00:00 AM,9,3,6
05/01/2022 02:00:00 AM,6,2,4
05/01/2022 03:00:00 AM,2,0,2
05/01/2022 04:00:00 AM,4,1,3
05/01/2022 05:00:00 AM,9,3,6
05/01/2022 06:00:00 AM,19,9,10
05/01/2022 07:00:00 AM,22,7,15
05/01/2022 08:00:00 AM,67,33,34
05/01/2022 09:00:00 AM,123,76,47
05/01/2022 10:00:00 AM,167,96,71
05/01/2022 11:00:00 AM,201,106,95
05/01/2022 12:00:00 PM,293,132,161
05/01/2022 01:00:00 PM,308,143,165
05/01/2022 02:00:00 PM,260,119,141
05/01/2022 03:00:00 PM,264,123,141
05/01/2022 04:00:00 PM,280,168,112
05/01/2022 05:00:00 PM,180,86,94
05/01/2022 06:00:00 PM,146,63,83
05/01/2022 07:00:00 PM,74,34,40
05/01/2022 08:00:00 PM,42,17,25
05/01/2022 09:00:00 PM,28,10,18
05/01/2022 10:00:00 PM,14,4,10
05/01/2022 11:00:00 PM,14,5,9
05/02/2022 12:00:00 AM,8,2,6
05/02/2022 01:00:00 AM,0,0,0
05/02/2022 02:00:00 AM,0,0,0
05/02/2022 03:00:00 AM,1,0,1
05/02/2022 04:00:00 AM,5,2,3
05/02/2022 05:00:00 AM,13,4,9
05/02/2022 06:00:00 AM,49,25,24
05/02/2022 07:00:00 AM,92,42,50
05/02/2022 08:00:00 AM,122,49,73
05/02/2022 09:00:00 AM,76,23,53
05/02/2022 10:00:00 AM,49,12,37
05/02/2022 11:00:00 AM,39,17,22
05/02/2022 12:00:00 PM,38,17,21
05/02/2022 01:00:00 PM,54,30,24
05/02/2022 02:00:00 PM,58,27,31
05/02/2022 03:00:00 PM,94,38,56
05/02/2022 04:00:00 PM,140,43,97
05/02/2022 05:00:00 PM,196,49,147
05/02/2022 06:00:00 PM,173,69,104
05/02/2022 07:00:00 PM,62,25,37
05/02/2022 08:00:00 PM,50,21,29
05/02/2022 09:00:00 PM,18,8,10
05/02/2022 10:00:00 PM,17,5,12
05/02/2022 11:00:00 PM,18,5,13
05/03/2022 12:00:00 AM,1,1,0
05/03/2022 01:00:00 AM,1,0,1
05/03/2022 02:00:00 AM,1,1,0
05/03/2022 03:00:00 AM,0,0,0
05/03/2022 04:00:00 AM,9,4,5
05/03/2022 05:00:00 AM,29,12,17
05/03/2022 06:00:00 AM,99,34,65
05/03/2022 07:00:00 AM,188,85,103
05/03/2022 08:00:00 AM,251,118,133
05/03/2022 09:00:00 AM,163,45,118
05/03/2022 10:00:00 AM,80,31,49
05/03/2022 11:00:00 AM,73,28,45
05/03/2022 12:00:00 PM,66,28,38
05/03/2022 01:00:00 PM,71,33,38
05/03/2022 02:00:00 PM,90,40,50
05/03/2022 03:00:00 PM,149,61,88
05/03/2022 04:00:00 PM,227,79,148
05/03/2022 05:00:00 PM,377,83,294
05/03/2022 06:00:00 PM,236,68,168
05/03/2022 07:00:00 PM,121,46,75
05/03/2022 08:00:00 PM,84,24,60
05/03/2022 09:00:00 PM,42,19,23
05/03/2022 10:00:00 PM,26,12,14
05/03/2022 11:00:00 PM,22,3,19
05/04/2022 12:00:00 AM,4,0,4
05/04/2022 01:00:00 AM,8,4,4
05/04/2022 02:00:00 AM,1,0,1
05/04/2022 03:00:00 AM,2,0,2
05/04/2022 04:00:00 AM,8,4,4
05/04/2022 05:00:00 AM,18,8,10
05/04/2022 06:00:00 AM,85,33,52
05/04/2022 07:00:00 AM,219,102,117
05/04/2022 08:00:00 AM,342,155,187
05/04/2022 09:00:00 AM,214,70,144
05/04/2022 10:00:00 AM,113,41,72
05/04/2022 11:00:00 AM,102,53,49
05/04/2022 12:00:00 PM,108,52,56
05/04/2022 01:00:00 PM,109,47,62
05/04/2022 02:00:00 PM,121,50,71
05/04/2022 03:00:00 PM,236,96,140
05/04/2022 04:00:00 PM,355,133,222
05/04/2022 05:00:00 PM,458,147,311
05/04/2022 06:00:00 PM,362,120,242
05/04/2022 07:00:00 PM,160,61,99
05/04/2022 08:00:00 PM,107,38,69
05/04/2022 09:00:00 PM,63,24,39
05/04/2022 10:00:00 PM,48,12,36
05/04/2022 11:00:00 PM,28,7,21
05/05/2022 12:00:00 AM,9,1,8
05/05/2022 01:00:00 AM,3,1,2
05/05/2022 02:00:00 AM,1,0,1
05/05/2022 03:00:00 AM,3,3,0
05/05/2022 04:00:00 AM,5,2,3
05/05/2022 05:00:00 AM,24,9,15
05/05/2022 06:00:00 AM,69,31,38
05/05/2022 07:00:00 AM,173,90,83
05/05/2022 08:00:00 AM,203,78,125
05/05/2022 09:00:00 AM,108,39,69
05/05/2022 10:00:00 AM,44,16,28
05/05/2022 11:00:00 AM,35,20,15
05/05/2022 12:00:00 PM,25,11,14
05/05/2022 01:00:00 PM,31,12,19
05/05/2022 02:00:00 PM,35,15,20
05/05/2022 03:00:00 PM,74,34,40
05/05/2022 04:00:00 PM,153,55,98
05/05/2022 05:00:00 PM,189,51,138
05/05/2022 06:00:00 PM,142,53,89
05/05/2022 07:00:00 PM,71,13,58
05/05/2022 08:00:00 PM,32,12,20
05/05/2022 09:00:00 PM,23,14,9
05/05/2022 10:00:00 PM,20,5,15
05/05/2022 11:00:00 PM,13,6,7
05/06/2022 12:00:00 AM,10,2,8
05/06/2022 01:00:00 AM,1,0,1
05/06/2022 02:00:00 AM,2,1,1
05/06/2022 03:00:00 AM,3,1,2
05/06/2022 04:00:00 AM,4,1,3
05/06/2022 05:00:00 AM,12,1,11
05/06/2022 06:00:00 AM,45,22,23
05/06/2022 07:00:00 AM,117,42,75
05/06/2022 08:00:00 AM,153,69,84
05/06/2022 09:00:00 AM,112,36,76
05/06/2022 10:00:00 AM,54,30,24
05/06/2022 11:00:00 AM,39,18,21
05/06/2022 12:00:00 PM,41,13,28
05/06/2022 01:00:00 PM,24,15,9
05/06/2022 02:00:00 PM,47,20,27
05/06/2022 03:00:00 PM,99,36,63
05/06/2022 04:00:00 PM,167,65,102
05/06/2022 05:00:00 PM,163,49,114
05/06/2022 06:00:00 PM,108,36,72
05/06/2022 07:00:00 PM,59,23,36
05/06/2022 08:00:00 PM,22,7,15
05/06/2022 09:00:00 PM,20,10,10
05/06/2022 10:00:00 PM,26,13,13
05/06/2022 11:00:00 PM,16,3,13
05/07/2022 12:00:00 AM,8,4,4
05/07/2022 01:00:00 AM,7,3,4
05/07/2022 02:00:00 AM,2,0,2
05/07/2022 03:00:00 AM,4,3,1
05/07/2022 04:00:00 AM,2,1,1
05/07/2022 05:00:00 AM,2,0,2
05/07/2022 06:00:00 AM,12,4,8
05/07/2022 07:00:00 AM,22,10,12
05/07/2022 08:00:00 AM,60,31,29
05/07/2022 09:00:00 AM,65,24,41
05/07/2022 10:00:00 AM,107,51,56
05/07/2022 11:00:00 AM,159,81,78
05/07/2022 12:00:00 PM,116,48,68
05/07/2022 01:00:00 PM,182,98,84
05/07/2022 02:00:00 PM,114,57,57
05/07/2022 03:00:00 PM,130,68,62
05/07/2022 04:00:00 PM,101,55,46
05/07/2022 05:00:00 PM,72,38,34
05/07/2022 06:00:00 PM,69,27,42
05/07/2022 07:00:00 PM,45,16,29
05/07/2022 08:00:00 PM,29,13,16
05/07/2022 09:00:00 PM,24,13,11
05/07/2022 10:00:00 PM,13,4,9
05/07/2022 11:00:00 PM,18,10,8
05/08/2022 12:00:00 AM,15,8,7
05/08/2022 01:00:00 AM,7,1,6
05/08/2022 02:00:00 AM,4,1,3
05/08/2022 03:00:00 AM,1,0,1
05/08/2022 04:00:00 AM,3,2,1
05/08/2022 05:00:00 AM,6,2,4
05/08/2022 06:00:00 AM,13,3,10
05/08/2022 07:00:00 AM,30,13,17
05/08/2022 08:00:00 AM,52,24,28
05/08/2022 09:00:00 AM,83,41,42
05/08/2022 10:00:00 AM,133,67,66
05/08/2022 11:00:00 AM,138,84,54
05/08/2022 12:00:00 PM,242,154,88
05/08/2022 01:00:00 PM,157,80,77
05/08/2022 02:00:00 PM,220,108,112
05/08/2022 03:00:00 PM,269,115,154
05/08/2022 04:00:00 PM,196,108,88
05/08/2022 05:00:00 PM,217,93,124
05/08/2022 06:00:00 PM,141,57,84
05/08/2022 07:00:00 PM,88,43,45
05/08/2022 08:00:00 PM,45,21,24
05/08/2022 09:00:00 PM,21,10,11
05/08/2022 10:00:00 PM,13,6,7
05/08/2022 11:00:00 PM,6,2,4
05/09/2022 12:00:00 AM,4,1,3
05/09/2022 01:00:00 AM,2,1,1
05/09/2022 02:00:00 AM,1,0,1
05/09/2022 03:00:00 AM,1,1,0
05/09/2022 04:00:00 AM,2,0,2
05/09/2022 05:00:00 AM,20,7,13
05/09/2022 06:00:00 AM,73,26,47
05/09/2022 07:00:00 AM,180,82,98
05/09/2022 08:00:00 AM,260,99,161
05/09/2022 09:00:00 AM,121,47,74
05/09/2022 10:00:00 AM,68,27,41
05/09/2022 11:00:00 AM,54,26,28
05/09/2022 12:00:00 PM,106,55,51
05/09/2022 01:00:00 PM,98,44,54
05/09/2022 02:00:00 PM,131,44,87
05/09/2022 03:00:00 PM,167,86,81
05/09/2022 04:00:00 PM,244,95,149
05/09/2022 05:00:00 PM,346,96,250
05/09/2022 06:00:00 PM,204,62,142
05/09/2022 07:00:00 PM,116,45,71
05/09/2022 08:00:00 PM,64,27,37
05/09/2022 09:00:00 PM,29,15,14
05/09/2022 10:00:00 PM,19,5,14
05/09/2022 11:00:00 PM,10,4,6
05/10/2022 12:00:00 AM,4,0,4
05/10/2022 01:00:00 AM,1,0,1
05/10/2022 02:00:00 AM,1,1,0
05/10/2022 03:00:00 AM,1,0,1
05/10/2022 04:00:00 AM,7,4,3
05/10/2022 05:00:00 AM,25,11,14
05/10/2022 06:00:00 AM,105,47,58
05/10/2022 07:00:00 AM,200,89,111
05/10/2022 08:00:00 AM,252,107,145
05/10/2022 09:00:00 AM,129,39,90
05/10/2022 10:00:00 AM,89,31,58
05/10/2022 11:00:00 AM,92,40,52
05/10/2022 12:00:00 PM,97,40,57
05/10/2022 01:00:00 PM,120,63,57
05/10/2022 02:00:00 PM,114,47,67
05/10/2022 03:00:00 PM,186,73,113
05/10/2022 04:00:00 PM,308,102,206
05/10/2022 05:00:00 PM,429,146,283
05/10/2022 06:00:00 PM,333,133,200
05/10/2022 07:00:00 PM,257,96,161
05/10/2022 08:00:00 PM,112,48,64
05/10/2022 09:00:00 PM,73,36,37
05/10/2022 10:00:00 PM,42,24,18
05/10/2022 11:00:00 PM,23,6,17
05/11/2022 12:00:00 AM,9,3,6
05/11/2022 01:00:00 AM,0,0,0
05/11/2022 02:00:00 AM,0,0,0
05/11/2022 03:00:00 AM,1,0,1
05/11/2022 04:00:00 AM,7,5,2
05/11/2022 05:00:00 AM,21,8,13
05/11/2022 06:00:00 AM,95,41,54
05/11/2022 07:00:00 AM,240,107,133
05/11/2022 08:00:00 AM,361,151,210
05/11/2022 09:00:00 AM,224,85,139
05/11/2022 10:00:00 AM,131,64,67
05/11/2022 11:00:00 AM,112,51,61
05/11/2022 12:00:00 PM,115,55,60
05/11/2022 01:00:00 PM,120,61,59
05/11/2022 02:00:00 PM,126,52,74
05/11/2022 03:00:00 PM,205,84,121
05/11/2022 04:00:00 PM,306,119,187
05/11/2022 05:00:00 PM,467,139,328
05/11/2022 06:00:00 PM,348,118,230
05/11/2022 07:00:00 PM,174,59,115
05/11/2022 08:00:00 PM,104,44,60
05/11/2022 09:00:00 PM,46,23,23
05/11/2022 10:00:00 PM,29,11,18
05/11/2022 11:00:00 PM,14,5,9
05/12/2022 12:00:00 AM,3,1,2
05/12/2022 01:00:00 AM,3,3,0
05/12/2022 02:00:00 AM,1,1,0
05/12/2022 03:00:00 AM,0,0,0
05/12/2022 04:00:00 AM,4,2,2
05/12/2022 05:00:00 AM,21,5,16
05/12/2022 06:00:00 AM,53,27,26
05/12/2022 07:00:00 AM,151,67,84
05/12/2022 08:00:00 AM,218,86,132
05/12/2022 09:00:00 AM,125,44,81
05/12/2022 10:00:00 AM,57,27,30
05/12/2022 11:00:00 AM,22,11,11
05/12/2022 12:00:00 PM,26,9,17
05/12/2022 01:00:00 PM,22,7,15
05/12/2022 02:00:00 PM,31,10,21
05/12/2022 03:00:00 PM,62,19,43
05/12/2022 04:00:00 PM,116,36,80
05/12/2022 05:00:00 PM,225,45,180
05/12/2022 06:00:00 PM,166,61,105
05/12/2022 07:00:00 PM,93,37,56
05/12/2022 08:00:00 PM,56,22,34
05/12/2022 09:00:00 PM,23,14,9
05/12/2022 10:00:00 PM,24,11,13
05/12/2022 11:00:00 PM,8,3,5
05/13/2022 12:00:00 AM,10,1,9
05/13/2022 01:00:00 AM,2,0,2
05/13/2022 02:00:00 AM,1,0,1
05/13/2022 03:00:00 AM,0,0,0
05/13/2022 04:00:00 AM,5,2,3
05/13/2022 05:00:00 AM,18,5,13
05/13/2022 06:00:00 AM,69,31,38
05/13/2022 07:00:00 AM,152,64,88
05/13/2022 08:00:00 AM,212,94,118
05/13/2022 09:00:00 AM,169,56,113
05/13/2022 10:00:00 AM,106,42,64
05/13/2022 11:00:00 AM,98,57,41
05/13/2022 12:00:00 PM,116,54,62
05/13/2022 01:00:00 PM,123,55,68
05/13/2022 02:00:00 PM,144,61,83
05/13/2022 03:00:00 PM,205,91,114
05/13/2022 04:00:00 PM,262,92,170
05/13/2022 05:00:00 PM,325,95,230
05/13/2022 06:00:00 PM,230,91,139
05/13/2022 07:00:00 PM,118,60,58
05/13/2022 08:00:00 PM,56,28,28
05/13/2022 09:00:00 PM,45,13,32
05/13/2022 10:00:00 PM,46,17,29
05/13/2022 11:00:00 PM,19,5,14
05/14/2022 12:00:00 AM,22,13,9
05/14/2022 01:00:00 AM,10,6,4
05/14/2022 02:00:00 AM,5,4,1
05/14/2022 03:00:00 AM,1,1,0
05/14/2022 04:00:00 AM,1,0,1
05/14/2022 05:00:00 AM,3,1,2
05/14/2022 06:00:00 AM,18,9,9
05/14/2022 07:00:00 AM,20,14,6
05/14/2022 08:00:00 AM,36,16,20
05/14/2022 09:00:00 AM,83,28,55
05/14/2022 10:00:00 AM,84,42,42
05/14/2022 11:00:00 AM,103,54,49
05/14/2022 12:00:00 PM,181,74,107
05/14/2022 01:00:00 PM,225,90,135
05/14/2022 02:00:00 PM,237,113,124
05/14/2022 03:00:00 PM,516,394,122
05/14/2022 04:00:00 PM,252,115,137
05/14/2022 05:00:00 PM,210,88,122
05/14/2022 06:00:00 PM,157,65,92
05/14/2022 07:00:00 PM,159,57,102
05/14/2022 08:00:00 PM,79,33,46
05/14/2022 09:00:00 PM,81,18,63
05/14/2022 10:00:00 PM,34,6,28
05/14/2022 11:00:00 PM,20,10,10
05/15/2022 12:00:00 AM,13,1,12
05/15/2022 01:00:00 AM,4,2,2
05/15/2022 02:00:00 AM,5,3,2
05/15/2022 03:00:00 AM,1,0,1
05/15/2022 04:00:00 AM,1,0,1
05/15/2022 05:00:00 AM,7,2,5
05/15/2022 06:00:00 AM,9,5,4
05/15/2022 07:00:00 AM,16,5,11
05/15/2022 08:00:00 AM,25,15,10
05/15/2022 09:00:00 AM,24,11,13
05/15/2022 10:00:00 AM,38,12,26
05/15/2022 11:00:00 AM,32,21,11
05/15/2022 12:00:00 PM,53,37,16
05/15/2022 01:00:00 PM,31,12,19
05/15/2022 02:00:00 PM,26,7,19
05/15/2022 03:00:00 PM,34,17,17
05/15/2022 04:00:00 PM,18,11,7
05/15/2022 05:00:00 PM,30,12,18
05/15/2022 06:00:00 PM,42,17,25
05/15/2022 07:00:00 PM,49,27,22
05/15/2022 08:00:00 PM,30,11,19
05/15/2022 09:00:00 PM,12,3,9
05/15/2022 10:00:00 PM,12,3,9
05/15/2022 11:00:00 PM,4,0,4
05/16/2022 12:00:00 AM,1,1,0
05/16/2022 01:00:00 AM,0,0,0
05/16/2022 02:00:00 AM,1,1,0
05/16/2022 03:00:00 AM,1,1,0
05/16/2022 04:00:00 AM,7,5,2
05/16/2022 05:00:00 AM,22,9,13
05/16/2022 06:00:00 AM,71,34,37
05/16/2022 07:00:00 AM,202,110,92
05/16/2022 08:00:00 AM,284,116,168
05/16/2022 09:00:00 AM,154,58,96
05/16/2022 10:00:00 AM,98,49,49
05/16/2022 11:00:00 AM,103,50,53
05/16/2022 12:00:00 PM,95,49,46
05/16/2022 01:00:00 PM,100,54,46
05/16/2022 02:00:00 PM,130,49,81
05/16/2022 03:00:00 PM,157,68,89
05/16/2022 04:00:00 PM,277,107,170
05/16/2022 05:00:00 PM,422,142,280
05/16/2022 06:00:00 PM,324,109,215
05/16/2022 07:00:00 PM,194,97,97
05/16/2022 08:00:00 PM,107,52,55
05/16/2022 09:00:00 PM,52,25,27
05/16/2022 10:00:00 PM,25,11,14
05/16/2022 11:00:00 PM,15,5,10
05/17/2022 12:00:00 AM,5,3,2
05/17/2022 01:00:00 AM,0,0,0
05/17/2022 02:00:00 AM,3,3,0
05/17/2022 03:00:00 AM,1,1,0
05/17/2022 04:00:00 AM,8,5,3
05/17/2022 05:00:00 AM,23,8,15
05/17/2022 06:00:00 AM,104,50,54
05/17/2022 07:00:00 AM,219,96,123
05/17/2022 08:00:00 AM,326,140,186
05/17/2022 09:00:00 AM,192,65,127
05/17/2022 10:00:00 AM,110,43,67
05/17/2022 11:00:00 AM,88,43,45
05/17/2022 12:00:00 PM,99,48,51
05/17/2022 01:00:00 PM,107,48,59
05/17/2022 02:00:00 PM,134,63,71
05/17/2022 03:00:00 PM,171,44,127
05/17/2022 04:00:00 PM,292,104,188
05/17/2022 05:00:00 PM,425,128,297
05/17/2022 06:00:00 PM,313,107,206
05/17/2022 07:00:00 PM,166,56,110
05/17/2022 08:00:00 PM,92,33,59
05/17/2022 09:00:00 PM,66,31,35
05/17/2022 10:00:00 PM,26,9,17
05/17/2022 11:00:00 PM,14,5,9
05/18/2022 12:00:00 AM,3,0,3
05/18/2022 01:00:00 AM,2,1,1
05/18/2022 02:00:00 AM,5,0,5
05/18/2022 03:00:00 AM,2,2,0
05/18/2022 04:00:00 AM,6,3,3
05/18/2022 05:00:00 AM,15,5,10
05/18/2022 06:00:00 AM,47,17,30
05/18/2022 07:00:00 AM,140,59,81
05/18/2022 08:00:00 AM,179,79,100
05/18/2022 09:00:00 AM,102,35,67
05/18/2022 10:00:00 AM,56,20,36
05/18/2022 11:00:00 AM,67,25,42
05/18/2022 12:00:00 PM,57,27,30
05/18/2022 01:00:00 PM,84,40,44
05/18/2022 02:00:00 PM,86,34,52
05/18/2022 03:00:00 PM,118,36,82
05/18/2022 04:00:00 PM,215,87,128
05/18/2022 05:00:00 PM,303,97,206
05/18/2022 06:00:00 PM,236,77,159
05/18/2022 07:00:00 PM,132,51,81
05/18/2022 08:00:00 PM,78,24,54
05/18/2022 09:00:00 PM,56,19,37
05/18/2022 10:00:00 PM,22,13,9
05/18/2022 11:00:00 PM,22,8,14
05/19/2022 12:00:00 AM,6,2,4
05/19/2022 01:00:00 AM,0,0,0
05/19/2022 02:00:00 AM,2,1,1
05/19/2022 03:00:00 AM,1,1,0
05/19/2022 04:00:00 AM,9,4,5
05/19/2022 05:00:00 AM,27,7,20
05/19/2022 06:00:00 AM,77,34,43
05/19/2022 07:00:00 AM,228,103,125
05/19/2022 08:00:00 AM,328,145,183
05/19/2022 09:00:00 AM,188,70,118
05/19/2022 10:00:00 AM,98,49,49
05/19/2022 11:00:00 AM,83,43,40
05/19/2022 12:00:00 PM,104,48,56
05/19/2022 01:00:00 PM,107,38,69
05/19/2022 02:00:00 PM,119,50,69
05/19/2022 03:00:00 PM,201,80,121
05/19/2022 04:00:00 PM,308,93,215
05/19/2022 05:00:00 PM,480,154,326
05/19/2022 06:00:00 PM,338,119,219
05/19/2022 07:00:00 PM,172,79,93
05/19/2022 08:00:00 PM,125,54,71
05/19/2022 09:00:00 PM,43,21,22
05/19/2022 10:00:00 PM,41,16,25
05/19/2022 11:00:00 PM,14,6,8
05/20/2022 12:00:00 AM,13,6,7
05/20/2022 01:00:00 AM,4,2,2
05/20/2022 02:00:00 AM,2,0,2
05/20/2022 03:00:00 AM,0,0,0
05/20/2022 04:00:00 AM,2,0,2
05/20/2022 05:00:00 AM,27,9,18
05/20/2022 06:00:00 AM,94,33,61
05/20/2022 07:00:00 AM,222,91,131
05/20/2022 08:00:00 AM,310,119,191
05/20/2022 09:00:00 AM,193,65,128
05/20/2022 10:00:00 AM,93,49,44
05/20/2022 11:00:00 AM,83,32,51
05/20/2022 12:00:00 PM,103,46,57
